id,nombre,nombre_oficial,nombre_artistico,alias,comuna,comuna_nombre,provincia,localidad,region,anio_creacion,director,integrantes,tipo,disciplinas,descripcion,obras,obras_nombre,espacios,espacios_nombre,comunas_trabajo,regiones_circulacion,festivales,festivales_nombre,fondos,fondos_nombre,instagram,facebook,youtube,tiktok,spotify,vimeo,linkedin,web,correo,telefono,fuentes,estado,fecha_descubrimiento,fecha_ultima_verificacion,duplicado_de,contradicciones,notas
COMP-0011,Ludus Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,concon,Concón,valparaiso,NO ENCONTRADO,valparaiso,2010,NO ENCONTRADO,NO ENCONTRADO,teatro infantil/familiar,teatro-familiar,"Compañía de teatro familiar y educativo con sede en el sector Las Pataguas, comuna de Concón, fundada en 2010 para poner el arte interpretativo al servicio del desarrollo integral de niñas, niños y jóvenes.",NO ENCONTRADO,NO ENCONTRADO,ESP-0004 | ESP-0003,Teatro Municipal Juan Bustos Ramírez | Parque Cultural de Valparaíso,quilpue,NO ENCONTRADO,FES-0011,Gira regional de teatro familiar,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0039 | FUE-0040 | FUE-0041,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Importado de data/companies/ludus-teatro.json (score 55).
COMP-0012,"Productora ABC: Arte, Bienestar y Cultura",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,quillota,Quillota,quillota,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Natalia Vanessa Zúñiga Ortiz (directora),teatro infantil/familiar,narracion-oral | teatro | teatro-familiar,"Productora de Quillota dirigida por Natalia Zúñiga Ortiz. Cuentacuentos, docencia, talleres de teatro y trabajo socioemocional con niñas, niños, jóvenes y personas mayores.",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0042 | FUE-0043 | FUE-0080 | FUE-0081,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Importado de data/companies/productora-abc-arte-bienestar-y-cultura.json (score 55).
COMP-0013,Centro de Investigación Teatro La Peste,NO ENCONTRADO,NO ENCONTRADO,Grupo de Teatro La Peste | Teatro La Peste,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,2000,Danilo Llanos,"Danilo Llanos (director, actor y dramaturgo, fundador) | Katty Sagredo (integrante del núcleo estable) | Katty López (integrante del núcleo estable) | Daniela Misle (integrante del núcleo estable)",compañía de teatro,teatro | teatro-experimental,"Compañía y centro de investigación teatral porteño, fundado alrededor del año 2000, con más de 30 estrenos y trabajo ininterrumpido en creación, gestión, formación, mediación y trabajo territorial desde Valparaíso. Dirigido por Danilo Llanos.",OBR-0017 | OBR-0035 | OBR-0132,Error | FIN; último episodio Trilogía de la Catástrofe | Feroz,ESP-0003 | ESP-0051 | ESP-0070,Parque Cultural de Valparaíso | Mikroespacio | Casa Centro de Investigación Teatro La Peste,valparaiso,NO ENCONTRADO,FES-0015 | FES-0021 | FES-0046,Encuentro de Teatro Porteño Independiente | Ciudad Teatro | Festival Síntesis Teatral,FIN-0008 | FIN-0009 | FIN-0544,Fondart (montaje surgido de taller de Juan Radrigán) | Valparaíso Creativo — plan de internacionalización del teatro regional | Plan de gestión del Centro de Investigación Teatro la Peste. 25 años de creación y gestión para las artes escénicas nacionales desde la región de Valparaíso.,https://www.instagram.com/teatrolapeste/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0044 | FUE-0045 | FUE-0046 | FUE-0047 | FUE-0048 | FUE-0088 | FUE-0131 | FUE-0107 | FUE-0124 | FUE-0136 | FUE-0176 | FUE-0177 | FUE-0178,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,nombre: 'Centro de Investigación Teatro La Peste' vs 'Grupo de Teatro La Peste'; tipo: 'compañía de teatro' vs 'organización de artes escénicas (según nómina de fondos)',"Importado de data/companies/teatro-la-peste.json (score 80). Figura como 'Grupo de Teatro La Peste' entre los Puntos de Cultura Comunitaria validados. Responsable del proyecto «Plan de gestión del Centro de Investigación Teatro la Peste. 25 años de creación y gestión para las artes escénicas nacionales desde la región de Valparaíso.» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región). PAOCC Compañías de trayectoria 2024: 'Plan de gestión del Centro de Investigación Teatro la Peste. 25 años…' ($116.000.000, responsable Grupo de Teatro La Peste). 'FIN; último episodio Trilogía de la Catástrofe' (trayectoria teatro 2022, Danilo Patricio Llanos Quezada, $29.437.926). 'Feroz' (2018) repuesta en el Festival Síntesis Teatral 2019."
COMP-0014,Compañía de Marionetas The Magic Show,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,los-andes,Los Andes,los-andes,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Hugo Hernández Urtubia (creador y director),compañía de títeres,titeres | teatro-familiar,"Compañía de títeres y marionetas de Los Andes creada por Hugo Hernández Urtubia. Espectáculos y actividades en Chile y fuera del país; marionetas musicales, marionetas gigantes, trabajo callejero y formación de niños y niñas.",OBR-0004,Varieté de Marionetas Musicales,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0049 | FUE-0050 | FUE-0051 | FUE-0057 | FUE-0078 | FUE-0079,VERIFICADO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Importado de data/companies/the-magic-show.json (score 75).
COMP-0015,Títeres Humedal Río Maipo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,santo-domingo,Santo Domingo,san-antonio,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Eduardo Romero,Eduardo Romero (director ejecutivo),compañía de títeres,titeres,"Compañía de teatro de títeres de material reciclado dedicada a la educación ambiental, ligada al Humedal Río Maipo, en el límite entre las comunas de San Antonio y Santo Domingo. Dirigida por Eduardo Romero.",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,san-antonio,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0052 | FUE-0053,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Importado de data/companies/titeres-humedal-rio-maipo.json (score 50).
COMP-0016,Titiricaos,NO ENCONTRADO,NO ENCONTRADO,Compañía Titiricaos,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,Paola Escudero Navia,Paola Escudero Navia (dirección),compañía de títeres,titeres,"Compañía de teatro tradicional de títeres de Valparaíso, dirigida por Paola Escudero Navia, activa desde el año 2000, que usa el títere como herramienta de mediación social, memoria histórica y terapia.",OBR-0056,A la Memoria de Carla Korman,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,Región Metropolitana,FES-0007,Festival Ventolera,NO ENCONTRADO,NO ENCONTRADO,https://www.instagram.com/_titiricaos_/,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,historiapalu@gmail.com,+569 7924 8566,FUE-0018 | FUE-0015 | FUE-0117 | FUE-0069,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,"descripcion: 'Compañía de teatro tradicional de títeres de Valparaíso, dirigida por Paola Escudero Navia, activa desde el año 2000, que usa el títere como herramienta de mediación social, memoria histórica y terapia.' vs 'Su directora, Paola Escudero Navia, comenzó en el año 2000 a explorar el arte de los títeres. Gestora en educación social, participa en el colectivo internacional 'Titeroterapia sin Fronteras'. Funciones y talleres en Santiago y la Región de Valparaíso; talleres de títeres, montajes con infancias y adultez, terapia con mujeres y grupos que han vivido violencias. Integra la Asamblea Titiritera ATTICH Quinta Región. Todo público.'",Importado de data/companies/titiricaos.json (score 72). Ficha en el Catálogo SNPC 2025 (p. 8). Identificador de red publicado: '_titiricaos_' (plataforma no indicada). Ubicada en Valparaíso por la nota del IV Festival Ventolera (2024).
COMP-0017,Hypókritas,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0076 | FUE-0077,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde PER-0009.
COMP-0018,Teatro Ánima,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,quillota,Quillota,quillota,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,Natalia Zúñiga | Freddy Van Dort | Ludo Torres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,OBR-0093,El Viaje de los Caracoles,ESP-0016,Centro Cultural Leopoldo Silva Reynoard,quillota,NO ENCONTRADO,FES-0041,Ciclo de Teatro Familiar de Quillota,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0080 | FUE-0081 | FUE-0156 | FUE-0174,PARCIAL,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde PER-0011. Participó en el Ciclo de Teatro Familiar de Quillota (julio de 2019). Comuna de sede no indicada. Compañía quillotana según Ivo Herrera (2019), integrada por Natalia Zúñiga, Freddy Van Dort y Ludo Torres."
COMP-0019,Compañía de Teatro Espontáneo de Quillota,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0080 | FUE-0081,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde PER-0011.
COMP-0020,Teatro del Silencio,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0082 | FUE-0083 | FUE-0084,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Creado por referencia desde PER-0012.
COMP-0021,Siento Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0019,"Festival de Artes Escénicas, Autocuidado y Salud Mental (Siento Teatro)",FIN-0013,"Siento Teatro: Primer Festival de Artes Escénicas, Autocuidado y Salud Mental",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0091 | FUE-0088 | FUE-0099 | FUE-0095,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Creado por referencia desde FES-0019. Punto de Cultura Comunitaria validado. Responsable del proyecto 'Siento Teatro: Primer Festival de Artes Escénicas, Autocuidado y Salud Mental' (Fondo de Artes Escénicas 2025)."
COMP-0022,Compañía La Barconeta,NO ENCONTRADO,NO ENCONTRADO,La Barconeta | Marionetas La Barconeta,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,2016,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,"Fundada en 2016, compañía itinerante dedicada a la fabricación y muestra de espectáculos de marionetas de hilos. Ha recorrido gran parte de Sudamérica con 'Pirateando títeres'; 'Piratas del Barrio' es una función a bordo de una lancha en Valparaíso; 'El Despertar de los Antiguos' se basa en relatos de terror. Integra la Asamblea Titiritera ATTICH Quinta Región. Público: infantil, familiar, adulto.",OBR-0010 | OBR-0011 | OBR-0012,Pirateando títeres | Piratas del Barrio | El Despertar de los Antiguos,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Sudamérica (giras),NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,namunkurra2629@gmail.com,+569 3736 3320,FUE-0018,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Ficha en el Catálogo SNPC 2025 (p. 9). Comuna de sede no indicada (compañía itinerante). Identificador de red publicado: 'marionetaslabarconeta'.
COMP-0023,Colectiva Artístico Medio Ambiental La Capuchina,NO ENCONTRADO,NO ENCONTRADO,Compañía La Capuchina | La Capuchina | Colectiva La Capuchina,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,2018,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres | teatro-comunitario,"Nace en 2018 en Valparaíso; artes escénicas, teatro, títeres, música, trabajo comunitario y medio ambiente, con un proyecto educativo centrado en protección y cuidado de entornos naturales. Obras originales con música de autoría; investigación en manipulación de títeres para formatos audiovisuales. Trabaja en jardines infantiles, escuelas y espacios no convencionales. Integra la Asamblea Titiritera ATTICH Quinta Región.",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivalacapuchina@gmail.com,+569 4353 3803,FUE-0018,DUPLICADO,2026-09-08,2026-09-08,COMP-0003,NO ENCONTRADO,Ficha en el Catálogo SNPC 2025 (p. 10). Identificadores de red publicados: 'la_capuchina' y '@lacapuchina9537'; segundo teléfono +569 6469 5363.
COMP-0024,Compañía Vaccaro Puppets,NO ENCONTRADO,NO ENCONTRADO,Vaccaro Puppets,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,"Giovanni Vaccaro (fundador, actor, titiritero, pedagogo teatral y cuentacuentos)",compañía de títeres,titeres | narracion-oral,"Fundada por Giovanni Vaccaro, actor profesional, titiritero, pedagogo teatral y cuentacuentos; primer lugar en el Festival de Teatro Juan Edmundo González en 2003 y 2005. Combina educación y entretenimiento en talleres y espectáculos; ha colaborado con La Patogallina, Sobrevento, Tespis, Círculo Teatro Museo Marítimo Nacional, Colectivo La Caja, Guaico Títeres, Teatro Urbano y Artefacto. Integra la Asamblea Titiritera ATTICH Quinta Región.",NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0020,Festival de Teatro Juan Edmundo González,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,giovanni.vaccaro@gmail.com,+569 6178 4355,FUE-0018,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Ficha en el Catálogo SNPC 2025 (p. 11). Comuna de sede no indicada. Identificador de red publicado: 'vaccaropuppets'.
COMP-0025,Colombina Teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,el-tabo,El Tabo,san-antonio,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de teatro,teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado (Región de Valparaíso). Sin más datos en la fuente.
COMP-0026,Compañía de Marionetas Gigantes Gigantes sin Fronteras,NO ENCONTRADO,NO ENCONTRADO,Gigantes sin Fronteras,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de títeres,titeres,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,"Punto de Cultura Comunitaria validado; listado como 'Compañía de Marionetas Gigantes ""Gigantes sin Fronteras""'."
COMP-0027,Centro Cultural y Colectivo Teatral La Mandrágora,NO ENCONTRADO,NO ENCONTRADO,Colectivo Teatral La Mandrágora | La Mandrágora,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,colectivo de artes escénicas,teatro,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado. Sin más datos en la fuente.
COMP-0028,Malabicirco,Centro Cultural Malabicirco,NO ENCONTRADO,Centro Cultural Malabicirco,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de circo,circo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FES-0033,CIMAC — Congreso Internacional de Malabarismo y Artes Circenses,FIN-0545 | FIN-0828,Financiamient o Plan de Gestión con énfasis en la creación Compañía Malabicirco | Congreso Internacional de Malabarismo y Artes Circenses (CIMAC) Valparaíso 2023- 2024,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088 | FUE-0118 | FUE-0107,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,tipo: 'compañía de circo' vs 'organización de artes escénicas (según nómina de fondos)',"Punto de Cultura Comunitaria validado. Sin más datos en la fuente. PAOCC Compañías de trayectoria 2024 ('Plan de Gestión con énfasis en la creación Compañía Malabicirco', $116.000.000); organiza CIMAC. Responsable del proyecto «Financiamient o Plan de Gestión con énfasis en la creación Compañía Malabicirco» (PAOCC — Compañías de trayectoria de artes escénicas 2024, Compañías de trayectoria). Comuna no indicada en la nómina (solo región). Responsable del proyecto «Congreso Internacional de Malabarismo y Artes Circenses (CIMAC) Valparaíso 2023- 2024» (Fondo de Artes Escénicas 2023, Festivales y encuentros de trayectoria). Comuna no indicada en la nómina (solo región)."
COMP-0029,ONG Ludicirco,NO ENCONTRADO,NO ENCONTRADO,Ludicirco,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de circo,circo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado. Sin más datos en la fuente.
COMP-0030,Club Deportivo y Cultural Colectivo Aéreos 7 Colores,NO ENCONTRADO,NO ENCONTRADO,Aéreos 7 Colores,concon,Concón,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de circo,circo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado (acrobacia aérea). Actividad escénica por confirmar.
COMP-0031,Aéreos Viña,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,vina-del-mar,Viña del Mar,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de circo,circo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado (acrobacia aérea). Actividad escénica por confirmar.
COMP-0032,Centro Cultural Deportivo y Social Enaires,NO ENCONTRADO,NO ENCONTRADO,Enaires,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,compañía de circo,circo,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado (acrobacia aérea). Actividad escénica por confirmar.
COMP-0033,Fundación Escenas en Contextos,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,valparaiso,Valparaíso,valparaiso,NO ENCONTRADO,valparaiso,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,organización cultural,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,NO ENCONTRADO,FUE-0088,DESCUBIERTO,2026-09-08,2026-09-08,NO ENCONTRADO,NO ENCONTRADO,Punto de Cultura Comunitaria validado; ámbito no especificado en la fuente (el nombre sugiere artes escénicas). Por confirmar.
